MCT_NM,TYPE,latitude,longitude,ADDR,LOCAL_UE_CNT_RAT,TYPE_NAME,MONTH
김복남맥주삼화점,T11,33.5173015,126.5882779,제주 제주시 삼양이동 2332-7번지 1층,0.888888888888888,맥주/요리주점,12월
인화계,T6,33.5058499,126.5398724,제주 제주시 일도이동 379-19번지 1층,0.888888888888888,단품요리 전문,12월
권가칼국수,T6,33.5170911,126.5769265,제주 제주시 화북일동 1004-2번지 1층,0.888888888888888,단품요리 전문,05월
양반집,T1,33.5038706,126.5376576,제주 제주시 이도이동 318-1번지,0.888888888888888,가정식,10월
상객해물포차,T6,33.4937242,126.5470236,제주 제주시 이도이동 1957-5번지 1층,0.888888888888888,단품요리 전문,11월
남양통닭 인화점,T25,33.505729,126.541583,제주 제주시 일도이동 377-21번지,0.888888888888888,치킨,11월
미인,T1,33.4825996,126.4710916,제주 제주시 노형동 2592-6번지 1층,0.888888888888888,가정식,10월
김준호의대단한갈비 제주첨단점,T6,33.4573965,126.574107,제주 제주시 월평동 717번지 JDC제주첨단리슈빌 상가동 1층 103호,0.888888888888888,단품요리 전문,02월
제주슈퍼1963,T1,33.5098304,126.512807,제주 제주시 용담일동 306-13번지,0.888888888888888,가정식,11월
역전할머니맥주일도점,T11,33.5043699,126.542447,제주 제주시 일도이동 416-7번지,0.888888888888888,맥주/요리주점,12월
하이,T6,33.5027513,126.5420289,제주 제주시 이도이동 408-17번지 지하1층,0.888888888888888,단품요리 전문,11월
모두찬,T6,33.4943293,126.5052184,제주 제주시 오라삼동 2815번지 1층,0.888888888888888,단품요리 전문,10월
누구나홀딱반한닭동홍점,T25,33.2570791,126.5742752,제주 서귀포시 동홍동 106-6번지 1층 동홍동,0.888888888888888,치킨,12월
쪼개쪼개조개구이,T6,33.502564,126.546565,제주 제주시 일도이동 62-4번지,0.888888888888888,단품요리 전문,01월
인쌩맥주 제주일도점,T11,33.5034274,126.5424791,제주 제주시 일도이동 48-2번지,0.888888888888888,맥주/요리주점,03월
본치킨,T25,33.4902737,126.432747,제주 제주시 외도일동 480-4번지 1층,0.888888888888888,치킨,12월
고기창고,T6,33.4904516,126.4328343,제주 제주시 외도일동 480-9번지 1층,0.888888888888888,단품요리 전문,12월
수리술술,T6,33.5067426,126.509215,제주 제주시 용담이동 2682-8번지 1층,0.888888888888888,단품요리 전문,04월
돈날개,T1,33.4918715,126.5294921,제주 제주시 도남동 74-5번지 1층,0.888888888888888,가정식,04월
송이축산정육식당삼양점,T1,33.520576,126.5799477,제주 제주시 삼양이동 2149-1번지 1층,0.888888888888888,가정식,05월
참맛골,T1,33.2582962,126.5774428,제주 서귀포시 토평동 3264-6번지,0.888888888888888,가정식,12월
인화곱창,T6,33.5061719,126.5395917,제주 제주시 일도이동 367-8번지 1층,0.888888888888888,단품요리 전문,09월
어우렁더우렁,T1,33.5216174,126.5671607,제주 제주시 화북일동 1967-1번지,0.888888888888888,가정식,03월
만리향,T23,33.5027513,126.5420289,제주 제주시 이도이동 408-17번지 1층,0.888888888888888,중식,08월
투다리(신산점),T5,33.5089876,126.5334965,제주 제주시 일도이동 1019-15번지,0.888888888888888,꼬치구이,11월
우원2,T6,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지 1층,0.888888888888888,단품요리 전문,10월
대정몽생이,T1,33.5007613,126.5177268,제주 제주시 삼도일동 517-12번지,0.888888888888888,가정식,07월
남다른대구막창,T6,33.5144593,126.5742772,제주 제주시 화북일동 1019-2번지,0.888888888888888,단품요리 전문,12월
샤브앤샤브 일도점,T6,33.5030391,126.5420933,제주 제주시 이도이동 408-2번지 2층,0.888888888888888,단품요리 전문,12월
떡하니,C2,33.4979745,126.5339699,제주 제주시 이도이동 1037번지 원영주택 1층 8호,0.888888888888888,디저트/간식,11월
부가네얼큰이인제점,T1,33.5090413,126.5392679,제주 제주시 일도이동 330-12번지 1층,0.888888888888888,가정식,01월
루스트 삼화점,T20,33.5144701,126.5754506,제주 제주시 화북일동 1023-5번지,0.888746803069053,양식,01월
로화룡양꼬치,T5,33.5028751,126.5421944,제주 제주시 이도이동 408-3번지 1층,0.888721804511278,꼬치구이,05월
빨간맛집아라점,T6,33.4739954,126.5453645,제주 제주시 아라일동 6092-4번지 2층,0.888675623800383,단품요리 전문,03월
포차천국노형점,T1,33.4898649,126.4769461,제주 제주시 노형동 1044-11번지,0.888659793814432,가정식,10월
루스트플레이스베라체점,T20,33.4924444,126.5430135,제주 제주시 아라이동 3001-10번지 한라훠프라자,0.888619854721549,양식,01월
썬더치킨 제주지사(베라체점),T25,33.4931442,126.5461025,제주 제주시 이도이동 1957-10번지,0.888619854721549,치킨,05월
포차천국노형점,T1,33.4898649,126.4769461,제주 제주시 노형동 1044-11번지,0.888554216867469,가정식,06월
루스트플레이스 봉개점,T20,33.4895566,126.5956797,제주 제주시 봉개동 1886번지 2층,0.888544891640866,양식,12월
푸라닭 제주삼화점,T6,33.5147855,126.5757188,제주 제주시 화북일동 1015-1번지 1층,0.888529886914378,단품요리 전문,11월
대단한탕후루 아라점,T13,33.4742822,126.5446041,제주 제주시 아라일동 6094-3번지 1층,0.888524590163934,베이커리,09월
고향숯불막창외도점,T6,33.4866162,126.4313932,제주 제주시 외도일동 549-8번지,0.888482632541133,단품요리 전문,05월
황재돈,T1,33.4871301,126.4317189,제주 제주시 외도일동 551-1번지 고전빌라 102호,0.888475836431226,가정식,09월
밀밭,T1,33.487884,126.4750526,제주 제주시 노형동 1057-2번지 노형이화2차아파트 102호,0.888475836431226,가정식,03월
중앙먹돌,T6,33.4886384,126.5388189,제주 제주시 이도이동 2018-11번지,0.888468809073724,단품요리 전문,03월
행복치킨,T25,33.5001524,126.5445208,제주 제주시 일도이동 71-15번지,0.888412017167381,치킨,02월
주식회사 냉삼,T6,33.5029833,126.5426735,제주 제주시 일도이동 48-9번지 1층,0.888412017167381,단품요리 전문,10월
주민상회,T1,33.4960307,126.5271146,제주 제주시 도남동 918-15번지 1층,0.888402625820569,가정식,11월
고기프로,T6,33.25113,126.5724787,제주 서귀포시 동홍동 175-1번지,0.888349514563106,단품요리 전문,12월
난타오천 뜨란채점,T29,33.4867282,126.4739224,제주 제주시 노형동 2615-10번지,0.888324873096446,피자,09월
대란갈비,T1,33.4983313,126.525537,제주 제주시 도남동 915-28번지,0.888324873096446,가정식,04월
신마포갈매기제주일도점,T6,33.5056922,126.5413868,제주 제주시 일도이동 377-23번지 일도이동,0.888268156424581,단품요리 전문,07월
꽃피는산골,T1,33.2537652,126.5718114,제주 서귀포시 동홍동 648-8번지 꽃피는산골,0.888268156424581,가정식,11월
대한식당 일도점,T11,33.5059649,126.5412688,제주 제주시 일도이동 377-22번지,0.888268156424581,맥주/요리주점,04월
비에이치씨삼화점,T25,33.516771,126.5794602,제주 제주시 도련일동 1940-1번지 1층 102호,0.888226527570789,치킨,05월
장수골,T1,33.4118263,126.2683438,제주 제주시 한림읍 한림리 905-13번지,0.88821752265861,가정식,10월
귀한족발제주일도점,T6,33.5058826,126.5405835,제주 제주시 일도이동 378-7번지 102호,0.888198757763975,단품요리 전문,08월
스페샬삼도점,T1,33.5084725,126.5244294,제주 제주시 이도일동 1563-2번지 1층,0.888157894736842,가정식,10월
김대감,T1,33.2566629,126.5718683,제주 서귀포시 동홍동 114-1번지,0.888157894736842,가정식,08월
뚜레쥬르 제주이도베라체점,T13,33.491681,126.5437452,제주 제주시 아라이동 3003-11번지 1층,0.888135593220339,베이커리,11월
포차천국노형점,T1,33.4898649,126.4769461,제주 제주시 노형동 1044-11번지,0.888135593220339,가정식,05월
식사준비제주외도점,T6,33.4873654,126.4307022,제주 제주시 외도일동 541-12번지 1층,0.888111888111888,단품요리 전문,03월
우쿠야 신연동점,T1,33.4787191,126.4883094,제주 제주시 연동 1495-6번지 1층,0.888111888111888,가정식,08월
부가네얼큰이일도점,T1,33.4944343,126.5482049,제주 제주시 이도이동 1951-10번지 102호,0.888111888111888,가정식,07월
Baby Cafe 어놀,T6,33.4858783,126.4783403,제주 제주시 노형동 1288-5번지 4층 408호,0.888111888111888,단품요리 전문,08월
부가네얼큰이인제점,T1,33.5090413,126.5392679,제주 제주시 일도이동 330-12번지 1층,0.888086642599277,가정식,07월
우쿠야 신연동점,T1,33.4787191,126.4883094,제주 제주시 연동 1495-6번지 1층,0.888059701492537,가정식,07월
요강깨는장어,T1,33.5161357,126.5249638,제주 제주시 건입동 1421-1번지 성산빌딩 1층,0.888059701492537,가정식,08월
초량화성,T1,33.5019171,126.5435722,제주 제주시 일도이동 68-2번지 1층,0.888059701492537,가정식,01월
두루,T15,33.4851915,126.4724304,제주 제주시 노형동 2530-4번지 1층,0.888042650418888,분식,11월
비에이치씨오라점,T25,33.4884626,126.5110008,제주 제주시 오라이동 1982-3번지 1층,0.888040712468193,치킨,02월
썬더치킨 제주지사(베라체점),T25,33.4931442,126.5461025,제주 제주시 이도이동 1957-10번지,0.888040712468193,치킨,09월
소담한봉봉,T1,33.4941223,126.5458026,제주 제주시 이도이동 1960-1번지 영성빌라,0.888030888030888,가정식,12월
풀향기,T1,33.4902737,126.432747,제주 제주시 외도일동 480-4번지 1층,0.888,가정식,09월
뚜레쥬르 제주이도베라체점,T13,33.491681,126.5437452,제주 제주시 아라이동 3003-11번지 1층,0.887989778534923,베이커리,12월
대한식당 일도점,T11,33.5059649,126.5412688,제주 제주시 일도이동 377-22번지,0.887978142076502,맥주/요리주점,05월
귀한족발제주일도점,T6,33.5058826,126.5405835,제주 제주시 일도이동 378-7번지 102호,0.887978142076502,단품요리 전문,10월
황고집,T15,33.4933716,126.5464645,제주 제주시 이도이동 1957-8번지,0.887971698113207,분식,07월
과수원집,T1,33.5074841,126.5462798,제주 제주시 건입동 113번지,0.887931034482758,가정식,07월
용용선생제주일도점,T11,33.5014815,126.5430532,제주 제주시 이도이동 409-3번지,0.887931034482758,맥주/요리주점,11월
포차천국노형점,T1,33.4898649,126.4769461,제주 제주시 노형동 1044-11번지,0.887931034482758,가정식,01월
불닭공장신산점,T6,33.5092023,126.5333256,제주 제주시 일도이동 1019-20번지,0.887931034482758,단품요리 전문,09월
주민상회,T1,33.4960307,126.5271146,제주 제주시 도남동 918-15번지 1층,0.887912087912087,가정식,10월
미가족발,T6,33.2583926,126.5566895,제주 서귀포시 서홍동 342-5번지 서홍동,0.887892376681614,단품요리 전문,06월
피자베이제주점,T29,33.4967655,126.5390025,제주 제주시 이도이동 398-23번지 1층,0.887878787878787,피자,09월
봄날의춘천,T1,33.4865591,126.474232,제주 제주시 노형동 2614-1번지 1층,0.887850467289719,가정식,05월
풀향기,T1,33.4902737,126.432747,제주 제주시 외도일동 480-4번지 1층,0.887850467289719,가정식,11월
남양통닭 인화점,T25,33.505729,126.541583,제주 제주시 일도이동 377-21번지,0.887832699619771,치킨,05월
난타오천서사로점,T29,33.5045645,126.519038,제주 제주시 삼도일동 782-36번지 1층,0.887820512820512,피자,09월
루스트플레이스 봉개점,T20,33.4895566,126.5956797,제주 제주시 봉개동 1886번지 2층,0.88780487804878,양식,05월
비에이치씨삼화점,T25,33.516771,126.5794602,제주 제주시 도련일동 1940-1번지 1층 102호,0.887788778877887,치킨,12월
아구식당,T1,33.5214399,126.5830549,제주 제주시 삼양이동 2132-1번지 1층,0.887775551102204,가정식,09월
만리향,T23,33.5027513,126.5420289,제주 제주시 이도이동 408-17번지 1층,0.887755102040816,중식,12월
춤추는생오리,T6,33.4990326,126.5281474,제주 제주시 이도이동 1769-3번지 1층,0.887755102040816,단품요리 전문,01월
고기프로,T6,33.25113,126.5724787,제주 서귀포시 동홍동 175-1번지,0.887755102040816,단품요리 전문,10월
진아,T1,33.4859325,126.5372577,제주 제주시 아라일동 6038-2번지 1층,0.887719298245614,가정식,02월
피슈마라홍탕삼양점,T23,33.516837,126.5791082,제주 제주시 도련일동 1963-1번지 1층,0.887709991158267,중식,03월
오스집,T6,33.4953824,126.5258396,제주 제주시 도남동 47-26번지 1층,0.887700534759358,단품요리 전문,12월
대란갈비,T1,33.4983313,126.525537,제주 제주시 도남동 915-28번지,0.887700534759358,가정식,02월
대란갈비,T1,33.4983313,126.525537,제주 제주시 도남동 915-28번지,0.887700534759358,가정식,01월
남다른대구막창,T6,33.5144593,126.5742772,제주 제주시 화북일동 1019-2번지,0.887700534759358,단품요리 전문,11월
60계치킨제주삼화지구점,T25,33.5144593,126.5742772,제주 제주시 화북일동 1019-2번지 1층,0.887665198237885,치킨,10월
도남시골낙지,T6,33.4962659,126.5265362,제주 제주시 도남동 909-9번지,0.887665198237885,단품요리 전문,12월
남양통닭 인화점,T25,33.505729,126.541583,제주 제주시 일도이동 377-21번지,0.887661141804788,치킨,10월
꽃마름제주이도점,T6,33.4924444,126.5430135,제주 제주시 아라이동 3001-10번지 한라훠프라자 3층,0.887658227848101,단품요리 전문,01월
치킨플러스 제주화북점,T25,33.5149324,126.5713451,제주 제주시 화북일동 1084-7번지 1층,0.887640449438202,치킨,02월
황고집,T15,33.4933716,126.5464645,제주 제주시 이도이동 1957-8번지,0.887627695800227,분식,05월
남양통닭 인화점,T25,33.505729,126.541583,제주 제주시 일도이동 377-21번지,0.887619047619047,치킨,08월
루스트 삼화점,T20,33.5144701,126.5754506,제주 제주시 화북일동 1023-5번지,0.887550200803212,양식,02월
우쿠야 신연동점,T1,33.4787191,126.4883094,제주 제주시 연동 1495-6번지 1층,0.887550200803212,가정식,10월
권가칼국수,T6,33.5170911,126.5769265,제주 제주시 화북일동 1004-2번지 1층,0.887543252595155,단품요리 전문,04월
비에이치씨오라점,T25,33.4884626,126.5110008,제주 제주시 오라이동 1982-3번지 1층,0.887530562347188,치킨,04월
다섯시갈비,T6,33.5032152,126.5419849,제주 제주시 이도이동 408-1번지,0.887530562347188,단품요리 전문,06월
멕시카나치킨  화북점,T25,33.5198127,126.5730901,제주 제주시 화북일동 11-3번지,0.8875,치킨,11월
장수골,T1,33.4118263,126.2683438,제주 제주시 한림읍 한림리 905-13번지,0.8875,가정식,06월
으뜸 아이스크림정존점,C2,33.4838486,126.4722686,제주 제주시 노형동 2526-2번지 103호,0.8875,디저트/간식,08월
뚜레쥬르 제주이도베라체점,T13,33.491681,126.5437452,제주 제주시 아라이동 3003-11번지 1층,0.887494772061898,베이커리,09월
주민상회,T1,33.4960307,126.5271146,제주 제주시 도남동 918-15번지 1층,0.887473460721868,가정식,07월
으뜸아이스크림할인점,C2,33.4905086,126.4339485,제주 제주시 외도일동 453-7번지 외도동에코그린빌3차아파트 102호,0.887372013651877,디저트/간식,05월
땅스부대찌개노형점,T6,33.4874625,126.4780808,제주 제주시 노형동 1280-7번지,0.887366818873668,단품요리 전문,12월
아구식당,T1,33.5214399,126.5830549,제주 제주시 삼양이동 2132-1번지 1층,0.887351778656126,가정식,06월
송화잔지기떡 제주아라점,C2,33.4756946,126.5467957,제주 제주시 아라일동 6107-7번지 1층,0.887348353552859,디저트/간식,09월
로화룡양꼬치,T5,33.5028751,126.5421944,제주 제주시 이도이동 408-3번지 1층,0.887323943661971,꼬치구이,07월
춘천명동닭갈비 한라초점,T6,33.4787206,126.4881697,제주 제주시 연동 1495-5번지 1층,0.887323943661971,단품요리 전문,10월
미다스펫,T6,33.487671,126.5969566,제주 제주시 봉개동 2084-7번지 1층 봉개동,0.887323943661971,단품요리 전문,12월
천도두루치기,T1,33.5034318,126.5450357,제주 제주시 일도이동 53-7번지 1층,0.887311446317657,가정식,02월
뚜레쥬르 제주이도베라체점,T13,33.491681,126.5437452,제주 제주시 아라이동 3003-11번지 1층,0.887271214642262,베이커리,08월
황고집,T15,33.4933716,126.5464645,제주 제주시 이도이동 1957-8번지,0.887260428410372,분식,04월
푸라닭 제주삼화점,T6,33.5147855,126.5757188,제주 제주시 화북일동 1015-1번지 1층,0.887254901960784,단품요리 전문,12월
해두리치킨제주노형점,T25,33.480579,126.483966,제주 제주시 노형동 731-1번지 노형아이파크아파트 상가동 102호 103호,0.887240356083086,치킨,06월
비에이치씨이도점,T25,33.4908173,126.5439038,제주 제주시 아라이동 3011-7번지 1층,0.887230514096185,치킨,02월
뚜레쥬르 제주이도베라체점,T13,33.491681,126.5437452,제주 제주시 아라이동 3003-11번지 1층,0.887205387205387,베이커리,10월
제주정낭집이도점,T6,33.4882894,126.5331778,제주 제주시 이도이동 2036-9번지 1층,0.887179487179487,단품요리 전문,09월
아구식당,T1,33.5214399,126.5830549,제주 제주시 삼양이동 2132-1번지 1층,0.887159533073929,가정식,01월
오라장어,T1,33.4938905,126.5201116,제주 제주시 오라일동 1076번지 1층,0.887096774193548,가정식,10월
60계치킨제주삼화지구점,T25,33.5144593,126.5742772,제주 제주시 화북일동 1019-2번지 1층,0.887096774193548,치킨,08월
인생극장,T6,33.5053453,126.5402632,제주 제주시 일도이동 380-2번지 1층,0.887096774193548,단품요리 전문,07월
한양고깃집제주아라점,T6,33.4851196,126.5354354,제주 제주시 아라일동 6035-3번지 1층,0.887096774193548,단품요리 전문,07월
태백산맥,T1,33.4669719,126.3202831,제주 제주시 애월읍 애월리 1819-36번지 1층,0.887096774193548,가정식,08월
촘고기공작소  촘닭갈비,T6,33.5133772,126.5727648,제주 제주시 화북이동 829-1번지 1층,0.887096774193548,단품요리 전문,07월
권가칼국수,T6,33.5170911,126.5769265,제주 제주시 화북일동 1004-2번지 1층,0.887070376432078,단품요리 전문,01월
동홍소량,T1,33.2570804,126.5733377,제주 서귀포시 동홍동 107-10번지,0.887058823529411,가정식,01월
비에이치씨 인제점,T25,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지 1층,0.88704318936877,치킨,06월
차곡,T1,33.4902673,126.4979834,제주 제주시 연동 311-46번지 제주특별자치도교육청 지하,0.887029288702928,가정식,10월
황재돈,T1,33.4871301,126.4317189,제주 제주시 외도일동 551-1번지 고전빌라 102호,0.887029288702928,가정식,01월
60계치킨제주삼화지구점,T25,33.5144593,126.5742772,제주 제주시 화북일동 1019-2번지 1층,0.887029288702928,치킨,12월
다동뼈감탕,T1,33.48982,126.5286795,제주 제주시 도남동 746-2번지 1층,0.886983632112237,가정식,12월
공단해장국 아라점,T6,33.4787733,126.5533209,제주 제주시 아라이동 943-1번지,0.886981402002861,단품요리 전문,03월
로화룡양꼬치,T5,33.5028751,126.5421944,제주 제주시 이도이동 408-3번지 1층,0.886981402002861,꼬치구이,03월
천하육회일도,T6,33.5021391,126.5431964,제주 제주시 일도이동 68-7번지,0.886977886977886,단품요리 전문,01월
찬미숯불갈비,T6,33.5201484,126.5796134,제주 제주시 삼양이동 2146-2번지,0.88695652173913,단품요리 전문,04월
진향갈비,T1,33.4946044,126.5274911,제주 제주시 도남동 54-22번지 1층,0.88695652173913,가정식,04월
오일삼삼,T6,33.49397,126.5277454,제주 제주시 도남동 54-14번지,0.886934673366834,단품요리 전문,01월
김준호의대단한갈비 제주노형점,T6,33.4769768,126.4864492,제주 제주시 노형동 754-3번지 부영아파트 상가동 1층 103호,0.886925795053003,단품요리 전문,02월
주민상회,T1,33.4960307,126.5271146,제주 제주시 도남동 918-15번지 1층,0.886917960088691,가정식,09월
다랑시,T6,33.5089523,126.533037,제주 제주시 일도이동 1032-2번지,0.886917960088691,단품요리 전문,02월
명당양과노형점,T13,33.485567,126.4719971,제주 제주시 노형동 2529-5번지,0.886900501073729,베이커리,07월
공간,T1,33.4829368,126.4900962,제주 제주시 연동 276-9번지 신제주오피스텔 106호,0.886850152905198,가정식,06월
주민상회,T1,33.4960307,126.5271146,제주 제주시 도남동 918-15번지 1층,0.886831275720164,가정식,06월
공단해장국 아라점,T6,33.4787733,126.5533209,제주 제주시 아라이동 943-1번지,0.886792452830188,단품요리 전문,04월
도남막창,T1,33.4984826,126.5254552,제주 제주시 도남동 915-25번지,0.886792452830188,가정식,05월
비바리순댓국본점,T6,33.4917395,126.4977148,제주 제주시 연동 311-74번지 1층,0.886792452830188,단품요리 전문,11월
도남해돈가,T6,33.495556,126.5262253,제주 제주시 도남동 907-10번지 황금해장국,0.886792452830188,단품요리 전문,02월
로화룡양꼬치,T5,33.5028751,126.5421944,제주 제주시 이도이동 408-3번지 1층,0.886792452830188,꼬치구이,04월
인자숯불갈비2호점,T1,33.4985158,126.5457077,제주 제주시 일도이동 109-15번지,0.886762360446571,가정식,07월
블랙번,T1,33.2567826,126.5736209,제주 서귀포시 동홍동 413-3번지,0.886699507389162,가정식,07월
대정몽생이,T1,33.5007613,126.5177268,제주 제주시 삼도일동 517-12번지,0.886699507389162,가정식,06월
맛있는온도,T6,33.5031272,126.5434275,제주 제주시 일도이동 50-4번지 1층,0.886666666666666,단품요리 전문,01월
간식창고 제주외도점,C2,33.485838,126.4313596,제주 제주시 외도일동 637-8번지 1층,0.886627906976744,디저트/간식,06월
꽃피는산골,T1,33.2537652,126.5718114,제주 서귀포시 동홍동 648-8번지 꽃피는산골,0.886627906976744,가정식,04월
대정몽생이,T1,33.5007613,126.5177268,제주 제주시 삼도일동 517-12번지,0.886597938144329,가정식,05월
돌아온무한조개,T1,33.5033,126.5416994,제주 제주시 이도이동 408-8번지 2층,0.886597938144329,가정식,03월
60계치킨제주삼화지구점,T25,33.5144593,126.5742772,제주 제주시 화북일동 1019-2번지 1층,0.886574074074074,치킨,05월
해두리치킨제주노형점,T25,33.480579,126.483966,제주 제주시 노형동 731-1번지 노형아이파크아파트 상가동 102호 103호,0.886567164179104,치킨,07월
신마포갈매기제주일도점,T6,33.5056922,126.5413868,제주 제주시 일도이동 377-23번지 일도이동,0.886567164179104,단품요리 전문,08월
투다리(신산점),T5,33.5089876,126.5334965,제주 제주시 일도이동 1019-15번지,0.886524822695035,꼬치구이,10월
바른고깃집본점,T6,33.4824479,126.4738194,제주 제주시 노형동 2520-15번지 1층,0.886524822695035,단품요리 전문,11월
청년피자 화북삼화점,T29,33.5136074,126.5891111,제주 제주시 도련이동 1819-1번지 1층,0.886524822695035,피자,09월
네네치킨 효돈점,T25,33.2637177,126.6192112,제주 서귀포시 하효동 100-4번지,0.886524822695035,치킨,05월
수원왕,T1,33.5208112,126.5796511,제주 제주시 삼양이동 2142-8번지,0.886524822695035,가정식,10월
맥주당,T11,33.5171205,126.5799811,제주 제주시 도련일동 1938-1번지 1층,0.886497064579256,맥주/요리주점,09월
공단해장국 아라점,T6,33.4787733,126.5533209,제주 제주시 아라이동 943-1번지,0.886469673405909,단품요리 전문,02월
돈삼겹직영5호점,T6,33.4952232,126.5471114,제주 제주시 이도이동 1952-2번지 지하1층,0.886462882096069,단품요리 전문,10월
교촌치킨 이도점,T25,33.4939349,126.5415506,제주 제주시 이도이동 1970-24번지 1층,0.886462882096069,치킨,12월
불닭공장신산점,T6,33.5092023,126.5333256,제주 제주시 일도이동 1019-20번지,0.886462882096069,단품요리 전문,10월
60계치킨제주삼화지구점,T25,33.5144593,126.5742772,제주 제주시 화북일동 1019-2번지 1층,0.886363636363636,치킨,04월
황궁갈비,T1,33.4903537,126.5347333,제주 제주시 이도이동 1997-10번지,0.886363636363636,가정식,03월
황궁갈비,T1,33.4903537,126.5347333,제주 제주시 이도이동 1997-10번지,0.886363636363636,가정식,09월
산적이도점,T1,33.4971282,126.5472723,제주 제주시 이도이동 257-1번지 이도이동,0.886363636363636,가정식,09월
효자동설렁탕연동점,T6,33.4880331,126.4974326,제주 제주시 연동 312-7번지 1층,0.886363636363636,단품요리 전문,01월
포차천국노형점,T1,33.4898649,126.4769461,제주 제주시 노형동 1044-11번지,0.886363636363636,가정식,04월
용팔이막창 인제점,T6,33.5049333,126.5411934,제주 제주시 일도이동 392-15번지,0.886363636363636,단품요리 전문,11월
청춘막창,T1,33.5114195,126.5314478,제주 제주시 일도이동 1027-10번지 1층,0.886363636363636,가정식,10월
꽃피는산골,T1,33.2537652,126.5718114,제주 서귀포시 동홍동 648-8번지 꽃피는산골,0.886363636363636,가정식,02월
한려원한정식,T1,33.4947428,126.5467457,제주 제주시 이도이동 1953-8번지 1층,0.886363636363636,가정식,04월
설맥 일도점,T6,33.502191,126.5426146,제주 제주시 이도이동 408-7번지 1층,0.886363636363636,단품요리 전문,07월
앙끄레,T1,33.2570768,126.5744454,제주 서귀포시 동홍동 106-5번지 1층,0.886363636363636,가정식,11월
꽃피는산골,T1,33.2537652,126.5718114,제주 서귀포시 동홍동 648-8번지 꽃피는산골,0.886363636363636,가정식,09월
캐리어에어콘제주총판,T6,33.4868951,126.5250146,제주 제주시 도남동 ,0.886363636363636,단품요리 전문,04월
혁이네숯불닭갈비,T6,33.4942425,126.5276363,제주 제주시 도남동 54-28번지 1층,0.886363636363636,단품요리 전문,10월
군산소문난해물칼국수,T6,33.5038514,126.5371565,제주 제주시 이도이동 314-14번지,0.886342804766269,단품요리 전문,10월
교촌치킨 삼양화북점,T25,33.5145298,126.576053,제주 제주시 화북일동 1023-2번지 1층,0.886310904872389,치킨,02월
새솔숯불갈비,T1,33.2646719,126.5602385,제주 서귀포시 동홍동 1585번지,0.886255924170616,가정식,02월
황고집,T15,33.4933716,126.5464645,제주 제주시 이도이동 1957-8번지,0.88625,분식,09월
빽다방 제주중앙여고점,T26,33.4899575,126.5411075,제주 제주시 이도이동 1981-2번지,0.886205045625335,커피,11월
동춘돌곱창,T6,33.5062334,126.5406101,제주 제주시 일도이동 378-3번지,0.886178861788617,단품요리 전문,01월
착한밥상,T1,33.488895,126.534178,제주 제주시 이도이동 2036-2번지 1층,0.886178861788617,가정식,11월
일등아이스크림전문점 화북남문점,C2,33.5199098,126.5658532,제주 제주시 화북일동 1986-2번지 1층 102호,0.886178861788617,디저트/간식,11월
꽃피는산골,T1,33.2537652,126.5718114,제주 서귀포시 동홍동 648-8번지 꽃피는산골,0.886178861788617,가정식,12월
제주돈삼겹중앙점,T6,33.5066175,126.5241205,제주 제주시 삼도이동 1235-1번지 101호,0.886160714285714,단품요리 전문,09월
2도비어이도점,T11,33.4938562,126.5446294,제주 제주시 이도이동 1948-10번지 1층,0.886153846153846,맥주/요리주점,09월
난타오천 뜨란채점,T29,33.4867282,126.4739224,제주 제주시 노형동 2615-10번지,0.886138613861386,피자,06월
탐궁숯불갈비,T1,33.4858321,126.4290015,제주 제주시 외도일동 634-1번지,0.886138613861386,가정식,05월
우돈채,T1,33.4914737,126.5393194,제주 제주시 이도이동 1989-3번지 1층,0.886120996441281,가정식,10월
삼양장원,T1,33.5167153,126.6113331,제주 제주시 삼양일동 56블럭 13로트 1,0.886118598382749,가정식,09월
토대력쉼팡점,T5,33.4910371,126.4802031,제주 제주시 노형동 1047-6번지 1층,0.886104783599088,꼬치구이,04월
토대력쉼팡점,T5,33.4910371,126.4802031,제주 제주시 노형동 1047-6번지 1층,0.886104783599088,꼬치구이,06월
교촌치킨 삼양화북점,T25,33.5145298,126.576053,제주 제주시 화북일동 1023-2번지 1층,0.886075949367088,치킨,01월
제주돈갈매기,T1,33.5031139,126.5414725,제주 제주시 이도이동 406-1번지,0.886075949367088,가정식,10월
두루,T15,33.4851915,126.4724304,제주 제주시 노형동 2530-4번지 1층,0.886049723756906,분식,01월
꽃피는산골,T1,33.2537652,126.5718114,제주 서귀포시 동홍동 648-8번지 꽃피는산골,0.886039886039886,가정식,10월
진아,T1,33.4859325,126.5372577,제주 제주시 아라일동 6038-2번지 1층,0.886016451233842,가정식,01월
진아,T1,33.4859325,126.5372577,제주 제주시 아라일동 6038-2번지 1층,0.885997521685254,가정식,10월
파란와사비,T21,33.4895649,126.5381241,제주 제주시 이도이동 2007-4번지 1층,0.885993485342019,일식,07월
맛있는온도,T6,33.5031272,126.5434275,제주 제주시 일도이동 50-4번지 1층,0.885941644562334,단품요리 전문,07월
정직유부 제주이도점,T6,33.4919873,126.5434559,제주 제주시 아라이동 3003-9번지 102호,0.885906040268456,단품요리 전문,09월
